Row #,CocState,CoC,HudNum,Status,Year,Organization Name,HMIS Org ID,Project Name,HMIS Project ID,HIC Date,Project Type,Bed Type,Geocode,HMIS Participating,Inventory Type,Inventory Start Date,Target Population,mcKinneyVentoEsgEs,mcKinneyVentoEsgRrh,mcKinneyVentoEsgCov,mcKinneyVentoEsgRUSH,mcKinneyVentoCocSh,mcKinneyVentoCocTh,mcKinneyVentoCocPsh,mcKinneyVentoCocRrh,mcKinneyVentoCocSro,mcKinneyVentoCocThRrh,mcKinneyVentoSpC,mcKinneyVentoS8,mcKinneyVentoShp,mcKinneyVentoYhdp,mcKinneyVentoYhdpRenewals,mcKinneyVentoUnshelt,mcKinneyVentoRural,federalFundingVash,federalFundingSsvf,federalFundingGpdBh,federalFundingGpdLd,federalFundingGpdHh,federalFundingGpdCt,federalFundingGpdSith,federalFundingGpdTp,federalFundingHchvCrs,federalFundingHchvSh,federalFundingBcp,federalFundingMgh,federalFundingTlp,federalFundingRhyDp,federalFundingHopwaHmv,federalFundingHopwaPh,federalFundingHopwaStsf,federalFundingHopwaTh,federalFundingHopwaCovid,federalFundingPih,federalFundingIndianEhv,federalFundingHome,federalFundingHomeArp,federalFundingOther,federalFundingOtherSpecify,Housing Type,Victim Service Provider,address1,address2,city,state,zip,Beds HH w/ Children,Units HH w/ Children,Veteran Beds HH w/ Children,Youth Beds HH w/ Children,CH Beds HH w/ Children,Beds HH w/o Children,Veteran Beds HH w/o Children,Youth Beds HH w/o Children,CH Beds HH w/o Children,Beds HH w/ only Children,CH Beds HH w only Children,Year-Round Beds,Total Seasonal Beds,Availability Start Date,Availability End Date,O/V Beds,Pit Count,Total Beds,Updated On,notes,projectNotes,sandyRelated,sandyRelatedNote,HOPWAMedAssistedLivingFac
32,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Archdiocese of St. Paul & Minneapolis,1074,HGSP Radias Health,2540,1/24/2024,OPH,,#274164,Yes,C,1/25/2023,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,235 West 5th St,,Saint Paul,MN,55102,0,0,0,0,0,16,0,0,0,0,0,16,0,,,0,16,16,4/20/2024,,,No,,2
37,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,YWCA of St. Paul,47,Martin Luther King Court,2604,1/24/2024,PSH,,#274164,Yes,C,1/24/2024,HIV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-C,0,375 Selby Ave,,Saint Paul,MN,55102,27,8,0,0,0,0,0,0,0,0,0,27,0,,,0,27,27,4/15/2024,,,No,,2
45,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Archdiocese of St. Paul & Minneapolis,1074,Housing Supports Scattered Site,3200,1/24/2024,OPH,,#274164,Yes,C,1/25/2023,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,435 Dorothy Day Place,,Saint Paul,MN,55102,0,0,0,0,0,50,0,0,0,0,0,50,0,,,0,39,50,4/20/2024,,,No,,2
52,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Archdiocese of St. Paul & Minneapolis,1074,Higher Ground St. Paul Housing CoC,3643,1/24/2024,PSH,,#274164,Yes,C,1/25/2023,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,435 Dorothy Day Pl,,Saint Paul,MN,55102,0,0,0,0,0,64,0,0,64,0,0,64,0,,,0,60,64,4/15/2024,,,No,,2
57,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,CommonBond Communities,2031,Cathedral Hill,3943,1/24/2024,OPH,,#274164,Yes,C,2/1/2016,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,280 Dayton Ave,,Saint Paul,MN,55102,6,3,0,0,0,0,0,0,0,0,0,6,0,,,0,5,6,4/22/2024,,,No,,2
64,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Archdiocese of St. Paul & Minneapolis,1074,Higher Ground Shelter Men's,4105,1/24/2024,ES,F,#274164,Yes,C,1/24/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DHS OEO ESP,SB-S,0,"435 Dorothy Day Pl,",,Saint Paul,MN,55102,0,0,0,0,0,172,0,0,0,0,0,172,0,,,35,167,207,8/12/2024,,,No,,2
65,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Archdiocese of St. Paul & Minneapolis,1074,Higher Ground Shelter Women's,4106,1/24/2024,ES,F,#274164,Yes,C,11/6/2018,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DHS OEO ESP,SB-S,0,435 Dorothy Day Pl,,Saint Paul,MN,55102,0,0,0,0,0,60,0,0,0,0,0,60,0,,,14,59,74,8/12/2024,,,No,,2
66,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Archdiocese of St. Paul & Minneapolis,1074,Medical Respite,4132,1/24/2024,ES,F,#279123,Yes,C,1/1/2017,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,235 West 5th St,,Saint Paul,MN,55102,0,0,0,0,0,10,0,0,0,0,0,10,0,,,0,7,10,4/15/2024,,,No,,2
67,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Archdiocese of St. Paul & Minneapolis,1074,Higher Ground St. Paul Residence OPH,4133,1/24/2024,OPH,,#274164,Yes,C,1/11/2017,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,"435 Dorothy Day Pl,",,Saint Paul,MN,55102,0,0,0,0,0,29,0,0,0,0,0,29,0,,,0,27,29,4/22/2024,,,No,,2
68,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Archdiocese of St. Paul & Minneapolis,1074,Higher Ground St Paul Residence Housing Supports,4200,1/24/2024,OPH,,#274164,Yes,C,1/25/2023,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,235 W 5th St,,Saint Paul,MN,55102,0,0,0,0,0,22,0,0,0,0,0,22,0,,,0,16,22,4/22/2024,,,No,,2
69,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Archdiocese of St. Paul & Minneapolis,1074,Higher Ground St. Paul Housing Support,4201,1/24/2024,OPH,,#274164,Yes,C,1/24/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,235 W 5th St,,Saint Paul,MN,55102,0,0,0,0,0,52,0,0,0,0,0,52,0,,,0,42,52,4/22/2024,,,No,,2
94,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Women of Nations,2793,Eagle's Nest,5240,1/24/2024,ES,F,#274164,No,C,10/1/2020,DV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,1,,,Saint Paul,MN,55102,22,4,0,0,0,22,0,0,0,0,0,44,0,,,0,45,44,4/19/2024,,,No,,2
95,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Women's Advocates,242,Women's Advocates,5241,1/24/2024,ES,F,#274164,No,C,1/25/2023,DV,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,1,,,Saint Paul,MN,55102,35,14,0,0,0,15,0,0,0,0,0,50,0,,,0,13,50,4/19/2024,,,No,,2
96,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,St. Paul Public Housing Agency,5244,VASH,5245,1/24/2024,PSH,,#274164,No,C,10/1/2023,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,,,Saint Paul,MN,55102,38,14,38,0,0,154,154,0,0,0,0,192,0,,,0,192,192,4/26/2024,"This project does not receive any state or federal funding that requires the use of HMIS, therefore the agency has decided that this project is non-HMIS participating.",,No,,2
106,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Archdiocese of St. Paul & Minneapolis,1074,DDR SRO Rental,5528,1/24/2024,OPH,,#279123,Yes,C,1/24/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,215 Old 6th Street,,Saint Paul,MN,55102,0,0,0,0,0,15,0,1,0,0,0,15,0,,,0,14,15,4/22/2024,,,No,,2
114,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Archdiocese of St. Paul & Minneapolis,1074,RRH Chronic,5889,1/24/2024,RRH,,#279123,Yes,C,1/24/2024,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,"422 Dorothy Day Pl, St Paul",,Saint Paul,MN,55102,0,0,0,0,0,19,0,0,0,0,0,19,0,,,0,19,19,4/19/2024,,,No,,2
115,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,"Start Today Hennepin, LLC",5898,Start Today Housing Support,5936,1/24/2024,OPH,,#279123,Yes,C,1/25/2023,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DHS Housing Support,TB,0,438 Main St,,Saint Paul,MN,55102,0,0,0,0,0,80,0,0,0,0,0,80,0,,,0,26,80,4/19/2024,,,No,,2
117,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Archdiocese of St. Paul & Minneapolis,1074,Dorothy Day VASH,5979,1/24/2024,PSH,,#279123,Yes,C,10/8/2019,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,215 Old 6th Street,,Saint Paul,MN,55102,0,0,0,0,0,15,15,0,0,0,0,15,0,,,0,14,15,4/15/2024,,,No,,2
118,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Archdiocese of St. Paul & Minneapolis,1074,DDR Section 8 PBV,5986,1/24/2024,OPH,,#279123,Yes,C,11/1/2020,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Project based section 8,SB-S,0,215 Old 6th Street,,Saint Paul,MN,55102,0,0,0,0,0,24,0,0,0,0,0,24,0,,,0,15,24,4/22/2024,,,No,,2
122,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,St. Paul Public Housing Agency,5244,EHV,6162,1/24/2024,OPH,,#274164,No,C,10/1/2023,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,TB,0,,,Saint Paul,MN,55102,461,129,0,0,0,74,0,0,0,0,0,535,0,,,0,535,535,4/19/2024,,,No,,2
133,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,YWCA of St. Paul,47,PSH Continuing Care Program,6588,1/24/2024,PSH,,#274164,Yes,C,7/1/2022,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,,,Saint Paul,MN,55102,40,16,0,0,0,0,0,0,0,0,0,40,0,,,0,14,40,4/15/2024,,,No,,2
136,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Archdiocese of St. Paul & Minneapolis,1074,Higher Ground Pay for Stay,6628,1/24/2024,ES,F,#274164,Yes,C,1/24/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,SB-S,0,435 Dorothy Day Place,,Saint Paul,MN,55102,0,0,0,0,0,32,0,0,0,0,0,32,0,,,0,23,32,4/15/2024,,,No,,2
182,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,YWCA of St. Paul,47,Transitional Housing Program - Oxford,53,1/24/2024,TH,,274164,Yes,C,1/24/2024,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,OEO THP,SB-C,0,375 Selby Ave,,Saint Paul,MN,55102,22,10,0,0,0,0,0,0,0,0,0,22,,,,,22,22,4/19/2024,,,No,,
183,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,YWCA of St. Paul,47,Housing Trust Fund,841,1/24/2024,PSH,,274164,Yes,C,1/24/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MN HSG LTH/HTF,TB,0,,,,MN,55102,10,2,0,0,10,0,0,0,0,0,0,10,,,,,3,10,4/19/2024,,,No,,
186,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,RS EDEN,3481,Ashland Apartments,7137,1/24/2024,OPH,,274164,Yes,U,1/26/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DHS Housing Support,SB-S,0,532 Ashland Ave,,Saint Paul,MN,55102,0,0,0,0,0,10,0,0,0,0,0,10,,,,,0,10,4/23/2024,,,No,,
29,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Dale Street Place,2470,Dale Street Place,2471,1/24/2024,PSH,,#274164,Yes,C,1/25/2023,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,313 N. Dale St.,,Saint Paul,MN,55103,0,0,0,0,0,97,0,0,0,0,0,97,0,,,0,67,97,4/15/2024,,,No,,2
56,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Amherst H. Wilder Foundation,136,Western U Plaza,3937,1/24/2024,PSH,,#274164,Yes,C,9/1/2015,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,470 WESTERN AVE N,,Saint Paul,MN,55103,0,0,0,0,0,7,0,0,0,0,0,7,0,,,0,7,7,4/15/2024,,,No,,2
62,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Lutheran Social Service of Minnesota,112,Rivertown Commons,4096,1/24/2024,OPH,,#274164,Yes,C,10/1/2021,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,175 Charles Ave,,Saint Paul,MN,55103,55,20,0,0,0,0,0,0,0,0,0,55,0,,,0,31,55,4/24/2024,,,No,,2
102,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,"People, Inc.",3539,Como by the Lake,5362,1/24/2024,PSH,,#274164,Yes,C,1/25/2023,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,901 Como Blvd East St. Paul MN,,Saint Paul,MN,55103,0,0,0,0,0,5,0,0,0,0,0,5,0,,,0,3,5,4/15/2024,,,No,,2
116,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Community Stabilization Project,5023,St. Paul ESG RRH,5968,1/24/2024,RRH,,#274164,Yes,C,1/27/2023,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,501 N. Dale St,,Saint Paul,MN,55103,0,0,0,0,0,2,0,0,0,0,0,2,0,,,0,2,2,4/15/2024,,,No,,2
148,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Simpson Housing Services,6212,Dale Street Place,6774,1/24/2024,OPH,,#274164,Yes,C,6/21/2023,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,313 Dale St N St Paul,,Saint Paul,MN,55103,0,0,0,0,0,38,0,0,0,0,0,38,0,,,0,0,38,4/26/2024,"Client count of zero on PIT night, confirmed by agency.",,No,,2
149,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,RADIAS Health,1292,Dale Street Place,6778,1/24/2024,OPH,,#274164,Yes,C,8/1/2023,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,313 Dale St N,,Saint Paul,MN,55103,0,0,0,0,0,20,0,0,0,0,0,20,0,,,0,13,20,4/23/2024,,,No,,2
185,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Simpson Housing Services,6212,Dale Street Pace Housing Support,6752,1/24/2024,OPH,,274164,Yes,C,1/24/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MN HSG LTH/DHS HS,SB-S,0,313 Dale St N,,Saine Paul,MN,55103,0,0,0,0,0,18,0,0,0,0,0,18,,,,,13,18,4/19/2024,,,No,,
5,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Model Cities of St. Paul,105,Families First,122,1/24/2024,PSH,,#274164,Yes,C,5/17/2018,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-C,0,839 University Ave,,Saint Paul,MN,55104,72,24,0,0,0,0,0,0,0,0,0,72,0,,,0,58,72,4/24/2024,,,No,,2
7,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Lutheran Social Service of Minnesota,112,Rezek House,203,1/24/2024,TH,,#274164,Yes,C,1/24/2024,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,503 Asbury Street,,Saint Paul,MN,55104,4,2,0,4,0,8,0,8,0,2,0,14,0,,,0,5,14,4/15/2024,,,No,,2
8,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Lutheran Social Service of Minnesota,112,Youth Transitional Living Project,204,1/24/2024,RRH,,#274164,Yes,C,1/24/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,,,Saint Paul,MN,55104,0,0,0,0,0,5,0,5,0,1,0,6,0,,,0,6,6,4/19/2024,,,No,,2
13,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Ain Dah Yung Center,791,Emergency Shelter,793,1/24/2024,ES,F,#279123,Yes,C,10/1/2010,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,1089 Portland Ave,,Saint Paul,MN,55104,0,0,0,0,0,0,0,0,0,10,0,10,0,,,0,3,10,4/15/2024,,,No,,2
18,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Archdiocese of St. Paul & Minneapolis,1074,Housing Trust Fund,1211,1/24/2024,OPH,,#274164,Yes,C,1/24/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,1276 University Ave W,,Saint Paul,MN,55104,0,0,0,0,0,40,0,0,0,0,0,40,0,,,0,40,40,4/19/2024,,,No,,2
23,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Mental Health Resources,736,Police Homeless Outreach Project,1601,1/24/2024,PSH,,#274164,Yes,C,1/24/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,1821 University Ave. Suite N464,,Saint Paul,MN,55104,0,0,0,0,0,33,0,0,0,0,0,33,0,,,0,33,33,4/23/2024,,,No,,2
26,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Model Cities of St. Paul,105,Sankofa Apartments,2030,1/24/2024,OPH,,#274164,Yes,C,1/25/2023,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-C,0,839 University Ave. #104,,Saint Paul,MN,55104,24,12,0,0,0,0,0,0,0,0,0,24,0,,,0,16,24,4/24/2024,,,No,,2
31,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,CommonBond Communities,2031,Lexington Commons,2525,1/24/2024,PSH,,#274164,Yes,C,10/15/2010,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,SB-S,0,375 Lexington Parkway N,,Saint Paul,MN,55104,0,0,0,0,0,48,0,0,48,0,0,48,0,,,0,38,48,4/15/2024,,,No,,2
34,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Amherst H. Wilder Foundation,136,St. Phillips Gardens,2567,1/24/2024,PSH,,#279123,Yes,C,10/1/2023,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-C,0,754 Concordia Ave,,Saint Paul,MN,55104,11,4,0,0,0,0,0,0,0,0,0,11,0,,,0,12,11,4/15/2024,,,No,,2
35,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Amherst H. Wilder Foundation,136,Minnesota Place,2569,1/24/2024,PSH,,#279123,Yes,C,2/1/2011,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,451 Lexington Parkway N,,Saint Paul,MN,55104,0,0,0,0,0,10,0,0,0,0,0,10,0,,,0,9,10,4/15/2024,,,No,,2
46,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Amherst H. Wilder Foundation,136,St. Albans Park,3245,1/24/2024,PSH,,#279123,Yes,C,1/24/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,627 Selby Ave,,Saint Paul,MN,55104,10,4,0,0,0,0,0,0,0,0,0,10,0,,,0,10,10,4/15/2024,,,No,,2
49,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Community Action Partnership of Ramsey and Washington,3383,Rapid Re Housing Program,3385,1/24/2024,RRH,,#279123,Yes,C,1/27/2023,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,450 Syndicate St.,Suite 45,Saint Paul,MN,55104,0,0,0,0,0,1,0,0,0,0,0,1,0,,,0,1,1,4/22/2024,,,No,,2
70,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Amherst H. Wilder Foundation,136,Jamestown,4359,1/24/2024,PSH,,#279123,Yes,C,10/1/2020,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,451 Lexington Parkway North,,Saint Paul,MN,55104,10,4,0,0,0,0,0,0,0,0,0,10,0,,,0,9,10,4/15/2024,,,No,,2
73,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Project for Pride in Living,3847,Ramsey Housing Support,4776,1/24/2024,OPH,,#274164,Yes,C,10/1/2020,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,,,Saint Paul,MN,55104,0,0,0,0,0,20,0,0,0,0,0,20,0,,,0,14,20,4/23/2024,,,No,,2
78,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Avivo,4810,Kimball Court,4814,1/24/2024,OPH,,#274164,Yes,C,10/1/2023,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,545 Snelling Avenue North,,Saint Paul,MN,55104,0,0,0,0,0,74,0,0,0,0,0,74,0,,,0,37,74,4/19/2024,,,No,,2
80,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Clare Housing,3954,Hamline Station - Housing Support,4852,1/24/2024,OPH,,#274164,Yes,C,11/1/2017,HIV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,1305 University Ave,,Saint Paul,MN,55104,0,0,0,0,0,5,0,0,0,0,0,5,0,,,0,1,5,4/22/2024,,,No,,2
82,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Handy Help LLC,5080,Handy Help LTH,5100,1/24/2024,OPH,,#274164,Yes,C,1/25/2023,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,2365 McKnight Rd N,,North Saint Paul,MN,55104,0,0,0,0,0,133,0,0,0,0,0,133,0,,,0,104,133,4/24/2024,,,No,,2
