Row #,CocState,CoC,HudNum,Status,Year,Organization Name,HMIS Org ID,Project Name,HMIS Project ID,HIC Date,Project Type,Bed Type,Geocode,HMIS Participating,Inventory Type,Inventory Start Date,Target Population,mcKinneyVentoEsgEs,mcKinneyVentoEsgRrh,mcKinneyVentoEsgCov,mcKinneyVentoEsgRUSH,mcKinneyVentoCocSh,mcKinneyVentoCocTh,mcKinneyVentoCocPsh,mcKinneyVentoCocRrh,mcKinneyVentoCocSro,mcKinneyVentoCocThRrh,mcKinneyVentoSpC,mcKinneyVentoS8,mcKinneyVentoShp,mcKinneyVentoYhdp,mcKinneyVentoYhdpRenewals,mcKinneyVentoUnshelt,mcKinneyVentoRural,federalFundingVash,federalFundingSsvf,federalFundingGpdBh,federalFundingGpdLd,federalFundingGpdHh,federalFundingGpdCt,federalFundingGpdSith,federalFundingGpdTp,federalFundingHchvCrs,federalFundingHchvSh,federalFundingBcp,federalFundingMgh,federalFundingTlp,federalFundingRhyDp,federalFundingHopwaHmv,federalFundingHopwaPh,federalFundingHopwaStsf,federalFundingHopwaTh,federalFundingHopwaCovid,federalFundingPih,federalFundingIndianEhv,federalFundingHome,federalFundingHomeArp,federalFundingOther,federalFundingOtherSpecify,Housing Type,Victim Service Provider,address1,address2,city,state,zip,Beds HH w/ Children,Units HH w/ Children,Veteran Beds HH w/ Children,Youth Beds HH w/ Children,CH Beds HH w/ Children,Beds HH w/o Children,Veteran Beds HH w/o Children,Youth Beds HH w/o Children,CH Beds HH w/o Children,Beds HH w/ only Children,CH Beds HH w only Children,Year-Round Beds,Total Seasonal Beds,Availability Start Date,Availability End Date,O/V Beds,Pit Count,Total Beds,Updated On,notes,projectNotes,sandyRelated,sandyRelatedNote,HOPWAMedAssistedLivingFac
83,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,"Minnesota Care Counseling Services, Inc",5118,LTH Housing Support,5149,1/24/2024,OPH,,#274164,Yes,C,1/24/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,,,Saint Paul,MN,55104,0,0,0,0,0,89,0,0,0,0,0,89,0,,,0,77,89,4/24/2024,,,No,,2
84,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Breaking Free,666,The Village Place,5223,1/24/2024,PSH,,#274164,No,C,10/1/2023,DV,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-C,1,,,Saint Paul,MN,55104,38,19,0,0,0,14,0,0,0,0,0,52,0,,,0,39,52,4/19/2024,,,No,,2
90,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,ESTHER Homes,5232,ESTHER Homes Transitional Housing,5233,1/24/2024,TH,,#274164,No,C,1/25/2023,DV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,1,,,Saint Paul,MN,55104,4,1,0,0,0,0,0,0,0,0,0,4,0,,,0,2,4,4/19/2024,,,No,,2
91,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Esperanza United,2866,Esperanza United,5234,1/24/2024,ES,F,#274164,No,C,10/1/2021,DV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,1,,,Saint Paul,MN,55104,10,3,0,0,0,2,0,0,0,0,0,12,0,,,0,10,12,7/30/2024,,,No,,2
98,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Amherst H. Wilder Foundation,136,Maya Program,5253,1/24/2024,TH,,#274164,No,C,1/24/2024,DV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,451 Lexington Pkwy N,,Saint Paul,MN,55104,12,5,0,0,0,0,0,0,0,0,0,12,0,,,0,12,12,4/26/2024,"This project does not receive any state or federal funding that requires the use of HMIS, therefore the agency has decided that this project is non-HMIS participating.",,No,,2
104,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,YMCA Emma B. Howe Family,4128,YMCA RRH,5447,1/24/2024,RRH,,#279123,Yes,C,10/1/2021,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,,,Saint Paul,MN,55104,10,4,0,10,0,2,0,2,0,0,0,12,0,,,0,12,12,4/19/2024,,,No,,2
111,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,CommonBond Communities,2031,Community Plaza,5590,1/24/2024,OPH,,#274164,Yes,C,1/24/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MN HSG-LTH,SB-S,0,709 Central Avenue West,,Saint Paul,MN,55104,18,4,0,0,0,0,0,0,0,0,0,18,0,,,0,6,18,4/22/2024,,,No,,2
112,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,YMCA Emma B. Howe Family,4128,Prior Crossing,5642,1/24/2024,OPH,,#279123,Yes,C,1/24/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,1949 University Ave W,,Saint Paul,MN,55104,0,0,0,0,0,31,0,31,0,0,0,31,0,,,0,18,31,4/19/2024,,,No,,2
120,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Ain Dah Yung Center,791,Mino Oski Ain Dah Yung,6127,1/24/2024,OPH,,#274164,Yes,C,4/15/2021,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,St. Paul Public Housing Authority,SB-S,0,769 University Ave W,,Saint Paul,MN,55104,0,0,0,0,0,25,0,25,0,0,0,25,0,,,0,16,25,4/24/2024,,,No,,2
125,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Simpson Housing Services,6212,Frogtown Crossroads,6213,1/24/2024,OPH,,#279123,Yes,C,8/31/2021,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DHS HS,SB-S,0,495 Dale St N,,Saint Paul,MN,55104,12,4,0,0,0,0,0,0,0,0,0,12,0,,,0,8,12,4/19/2024,,,No,,2
127,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Lutheran Social Service of Minnesota,112,Safe House,6339,1/24/2024,ES,F,#279123,Yes,C,10/1/2021,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,1696 Dayton Ave.,,Saint Paul,MN,55104,0,0,0,0,0,4,0,4,0,1,0,5,0,,,0,2,5,4/15/2024,,,No,,2
128,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,CommonBond Communities,2031,Wilder Square,6364,1/24/2024,PSH,,#274164,Yes,C,1/31/2022,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MN HSG LTH/HPH,SB-S,0,750 North Milton Street,,Saint Paul,MN,55104,0,0,0,0,0,7,0,0,0,0,0,7,0,,,0,7,7,4/15/2024,,,No,,2
129,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Esperanza United,2866,Scattered Site Transitional Housing,6467,1/24/2024,TH,,#274164,No,C,1/25/2023,DV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,1,,,Saint Paul,MN,55104,3,1,0,0,0,1,0,0,0,0,0,4,0,,,0,3,4,7/30/2024,,,No,,2
131,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Metro HRA,1226,Mainstream Vouchers,6469,1/24/2024,OPH,,#274164,No,C,1/25/2023,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,,,Saint Paul,MN,55104,53,17,0,0,0,79,0,0,0,0,0,132,0,,,0,126,132,4/19/2024,,,No,,0
139,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,YMCA Emma B. Howe Family,4128,Prior Crossing,6659,1/24/2024,TH,,#279123,Yes,C,1/24/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,1949 University Ave W,,Saint Paul,MN,55104,0,0,0,0,0,13,0,13,0,0,0,13,0,,,0,11,13,4/19/2024,,,No,,2
153,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Hearth Connection,1971,HTF RA-Jeremiah Program St. Paul Campus,6865,1/24/2024,OPH,,#274164,Yes,C,10/1/2023,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MN HSG HTF,SB-S,0,932 Concordia Avenue,,Saint Paul,MN,55104,10,4,0,0,0,0,0,0,0,0,0,10,0,,,0,8,10,4/24/2024,,,No,,2
154,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Hearth Connection,1971,Rental Assistance-Avivo,6879,1/24/2024,OPH,,#274164,Yes,C,11/26/2013,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MN HSG HTF,TB,0,,,Saint Paul,MN,55104,0,0,0,0,0,4,0,0,0,0,0,4,0,,,0,3,4,4/24/2024,,,No,,2
156,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Hearth Connection,1971,Rental Assistance-AHWF,6881,1/24/2024,OPH,,#274164,Yes,C,9/3/2021,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MN HSG HTF,TB,0,,,Saint Paul,MN,55104,33,9,0,0,0,0,0,0,0,0,0,33,0,,,0,33,33,4/24/2024,,,No,,2
157,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Hearth Connection,1971,Rental Assistance-Guild,6882,1/24/2024,OPH,,#274164,Yes,C,3/1/2007,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MN HSG HTF,TB,0,,,Saint Paul,MN,55104,4,1,0,0,0,14,0,0,0,0,0,18,0,,,0,18,18,4/24/2024,,,No,,2
158,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Hearth Connection,1971,Rental Assistance-Handy Help,6883,1/24/2024,OPH,,#274164,Yes,C,11/2/2010,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MN HSG HTF,TB,0,,,Saint Paul,MN,55104,0,0,0,0,0,7,0,0,0,0,0,7,0,,,0,7,7,4/23/2024,,,No,,2
159,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Hearth Connection,1971,Rental Assistance-LSS Metro,6884,1/24/2024,OPH,,#274164,Yes,C,10/1/2007,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MN HSG HTF,TB,0,,,Saint Paul,MN,55104,15,3,0,0,0,0,0,0,0,0,0,15,0,,,0,15,15,4/24/2024,,,No,,2
160,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Hearth Connection,1971,"Rental Assistance-People, Inc",6885,1/24/2024,OPH,,#274164,Yes,C,5/1/2007,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MN HSG HTF,TB,0,,,Saint Paul,MN,55104,2,1,0,0,0,7,0,0,0,0,0,9,0,,,0,9,9,4/24/2024,,,No,,2
162,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Hearth Connection,1971,PSH D Ramsey-Avivo,6993,1/24/2024,PSH,,#274164,Yes,C,8/7/2013,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,,,Saint Paul,MN,55104,0,0,0,0,0,5,0,0,5,0,0,5,0,,,0,5,5,4/15/2024,,,No,,2
163,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Hearth Connection,1971,Hearth Conn-PSH D-RCC-HUD-CoC-Ramsey-YouthLink,6994,1/24/2024,PSH,,#274164,Yes,C,4/21/2021,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,,,Saint Paul,MN,55104,0,0,0,0,0,1,0,1,1,0,0,1,0,,,0,1,1,4/24/2024,,,No,,2
164,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Hearth Connection,1971,AHWF,6995,1/24/2024,PSH,,#274164,Yes,C,3/12/2021,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,,,Saint Paul,MN,55104,17,6,0,0,17,1,0,0,1,0,0,18,0,,,0,18,18,4/15/2024,,,No,,2
165,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Hearth Connection,1971,Handy Help,6996,1/24/2024,PSH,,#274164,Yes,C,10/1/2009,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,,,Saint Paul,MN,55104,2,1,0,0,2,25,0,0,25,0,0,27,0,,,0,28,27,4/15/2024,,,No,,2
166,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Hearth Connection,1971,LSS Metro,6997,1/24/2024,PSH,,#274164,Yes,C,12/15/2022,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,,,Saint Paul,MN,55104,5,2,0,0,5,0,0,0,0,0,0,5,0,,,0,5,5,4/15/2024,,,No,,2
167,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Hearth Connection,1971,"Ramsey People, Inc",6998,1/24/2024,PSH,,#274164,Yes,C,4/1/2007,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,,,Saint Paul,MN,55104,3,1,0,0,3,12,0,0,12,0,0,15,0,,,0,15,15,4/15/2024,,,No,,2
168,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Hearth Connection,1971,Ramsey-Clare Hsg,6999,1/24/2024,PSH,,#274164,Yes,C,10/1/2023,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,,,Saint Paul,MN,55104,12,4,0,0,12,0,0,0,0,0,0,12,0,,,0,12,12,4/15/2024,,,No,,2
169,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Hearth Connection,1971,Ramsey-The Link,7000,1/24/2024,PSH,,#274164,Yes,C,5/30/2019,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,,,Saint Paul,MN,55104,2,1,0,2,2,1,0,1,1,0,0,3,0,,,0,3,3,4/24/2024,,,No,,2
170,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Hearth Connection,1971,Ramsey-Guild,7028,1/24/2024,PSH,,#274164,Yes,C,6/1/2007,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,,,Saint Paul,MN,55104,5,2,0,0,5,59,0,0,59,0,0,64,0,,,0,64,64,4/15/2024,,,No,,2
171,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Hearth Connection,1971,Ramsey-Breaking Free,7049,1/24/2024,PSH,,#274164,Comparable,C,10/1/2023,DV,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,,,Saint Paul,MN,55104,15,5,0,0,15,5,0,0,5,0,0,20,0,,,0,20,20,4/19/2024,,,No,,2
172,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,YMCA Emma B. Howe Family,4128,Safe Stay,7051,1/24/2024,ES,V,#279123,Yes,C,10/1/2023,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,,,Saint Paul,MN,55104,0,0,0,0,0,1,0,1,0,0,0,1,0,,,0,1,1,4/15/2024,,,No,,2
174,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Phoenix Service Corporation,4855,Grotto,7071,1/24/2024,OPH,,#274164,Yes,C,1/1/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DHS HS,SB-S,0,450 Grotto North Street,,Saint Paul,MN,55104,0,0,0,0,0,8,0,0,0,0,0,8,0,,,0,4,8,4/23/2024,,,No,,2
175,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Phoenix Service Corporation,4855,UDale,7092,1/24/2024,OPH,,#274164,Yes,C,1/1/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,627 Aurora Ave,,Saint Paul,MN,55104,21,7,0,0,0,8,0,0,0,0,0,29,0,,,0,14,29,4/23/2024,,,No,,0
177,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Guild,1078,Delancey Apartments - 700 Selby,7129,1/24/2024,PSH,,#279123,Yes,C,1/8/2010,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,HUD Capital,SB-S,0,700 Selby Avenue,,Saint Paul,MN,55104,0,0,0,0,0,5,0,0,5,0,0,5,0,,,0,2,5,4/15/2024,,,No,,2
178,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Guild,1078,Delancey Apts LTH,7130,1/24/2024,PSH,,#279123,Yes,C,1/8/2010,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MN Housing LTH,SB-S,0,700 Selby Avenue,,Saint Paul,MN,55104,4,1,0,0,0,7,0,0,0,0,0,11,0,,,0,5,11,4/24/2024,,,No,,2
188,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Ain Dah Yung Center,791,Beverly Benjamin Youth Lodge,3853,1/24/2024,TH,,279123,Yes,C,10/1/2020,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,1089 Portland Avenue,,Saint Paul,MN,55104,0,0,0,0,0,6,0,6,0,0,0,6,0,,,0,3,6,4/24/2024,,,No,,
14,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,East Side Family Center-Neighborhood House,884,Housing Trust Fund,886,1/24/2024,PSH,,#279123,Yes,C,1/24/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,,,Saint Paul,MN,55106,32,9,0,0,0,0,0,0,0,0,0,32,0,,,0,32,32,4/24/2024,,,No,,2
55,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Theresa Living Center,107,Caroline Family Services,3908,1/24/2024,RRH,,#274164,Yes,C,1/27/2023,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,917 E. Jessamine Ave.,,Saint Paul,MN,55106,37,12,0,0,0,0,0,0,0,0,0,37,0,,,0,37,37,4/19/2024,,,No,,2
60,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,"Face to Face Health and Counseling Service, Inc.",2,SafeZone Rapid Re-housing for Homeless Youth,4073,1/24/2024,RRH,,#274164,Yes,C,10/1/2023,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,130 E 7th St,,Saint Paul,MN,55106,0,0,0,0,0,4,0,4,0,0,0,4,0,,,0,4,4,4/19/2024,,,No,,2
71,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Theresa Living Center,107,Theresa Living Center,4660,1/24/2024,TH,,#274164,Yes,C,10/1/2022,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,917 Jessamine Ave E.,,Saint Paul,MN,55106,4,2,0,0,0,10,0,0,0,0,0,14,0,,,0,12,14,4/15/2024,,,No,,2
79,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Greenhouse Recovery Center,4818,Green House Recovery Services,4819,1/24/2024,OPH,,#274164,Yes,C,1/25/2023,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,680 Greenbrier Street,,Saint Paul,MN,55106,0,0,0,0,0,22,0,0,0,0,0,22,0,,,0,20,22,4/24/2024,,,No,,2
113,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,180 Degrees,5680,Brittany's Place- Shelter,5717,1/24/2024,ES,F,#274164,Yes,C,10/1/2021,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,1281 7th Street East,,Saint Paul,MN,55106,0,0,0,0,0,4,0,4,0,4,0,8,0,,,0,2,8,4/18/2024,,,No,,2
126,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Comunidades Latinas Unidas En Servicio,5515,Motel Voucher Program,6305,1/24/2024,ES,V,#279123,Yes,C,10/1/2021,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,797 East 7th Street,,Saint Paul,MN,55106,9,2,0,0,0,0,0,0,0,0,0,9,0,,,0,8,9,4/15/2024,,,No,,2
132,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Theresa Living Center,107,Theresa Living Center,6568,1/24/2024,RRH,,#274164,Yes,C,1/27/2023,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,,,Saint Paul,MN,55106,2,1,0,0,0,0,0,0,0,0,0,2,0,,,0,2,2,4/19/2024,,,No,,2
134,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,180 Degrees,5680,Brittany's Place- TLP (Transitional Living Position),6622,1/24/2024,TH,,#274164,Yes,C,1/24/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,1281 7th Street East,,Saint Paul,MN,55106,0,0,0,0,0,2,0,2,0,3,0,5,0,,,0,5,5,4/15/2024,,,No,,2
135,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Minnesota One-Stop for Communities,5424,MN One-Stop - Lighthouse Way Shelter - Emerald Inn,6627,1/24/2024,ES,F,#274164,Yes,C,1/24/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,SB-C,0,2025 County Road D #566,,Saint Paul,MN,55106,20,6,0,0,0,6,0,0,0,0,0,26,0,,,0,21,26,4/23/2024,,,No,,2
144,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,More Doors,6116,Men's Housing,6716,1/24/2024,OPH,,#279123,Yes,C,1/24/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,260 Wentworth Ave,,Saint Paul,MN,55106,0,0,0,0,0,7,0,0,0,0,0,7,0,,,0,7,7,4/23/2024,,,No,,2
151,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,"Face to Face Health and Counseling Service, Inc.",2,F2F-RRH-RCC-MN HSG-FHPAP-Ramsey-Homeless Assistance,6838,1/24/2024,RRH,,#274164,Yes,C,1/24/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MHFA-FHPAP,TB,0,1165 Arcade St,,Saint Paul,MN,55106,0,0,0,0,0,4,0,4,0,0,0,4,0,,,0,4,4,4/19/2024,,,No,,2
77,MN,Saint Paul/Ramsey County CoC,MN-501,Submitted,2024,Guild,1078,Ramsey Supportive Housing,4812,1/24/2024,OPH,,#279123,Yes,C,10/1/2021,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,,,Saint Paul,MN,55107,0,0,0,0,0,40,0,0,0,0,0,40,0,,,0,21,40,4/24/2024,,,No,,2
